;name;author;narrator;time;releasedate;language;stars;price;ratings
1272;The Orphaned Adult;AlexanderLevy;JeffSteitzer;402;2017-12-12;English;4.5;500.0;3
1273;The Museum of Innocence;OrhanPamuk;JohnLee;1233;2013-08-15;English;4.5;683.0;6
1274;What When Wine;MelanieAvalon;MelanieAvalon,EmilyWooZeller;602;2019-10-29;English;0.0;703.0;0
1275;Still Life with Brook Trout;JohnGierach;DavidColacci;419;2018-12-18;English;0.0;585.0;0
1276;The Wonder of Birds;JimRobbins;DannyCampbell;670;2017-09-28;English;0.0;690.0;0
1277;The Camera Lies;DanCallahan;GeorgeNewbern;613;2020-09-29;English;0.0;586.0;0
1278;The Rift;RachelLynch;OliviaMace;651;2021-09-21;English;0.0;602.0;0
1280;Oroonoko;AphraBehn;ClareWille;183;2017-05-23;English;0.0;352.0;0
1281;Nacimiento;LuisMarideJuan;OctavioD'León;1295;2021-12-29;spanish;0.0;267.0;0
1282;After the Eclipse;SarahPerry;EmilyWooZeller;829;2017-10-24;English;0.0;721.0;0
1283;Andrew Luck;JonM.Fishman;Intuitive;12;2017-06-20;English;0.0;164.0;0
1284;The Count of Monte Cristo;AlexanderDumas;PeterBatchelor;2632;2014-12-24;English;5.0;1338.0;1
1285;Igniting Passion;KennedyLayne;RaquelHarris;538;2018-02-01;English;0.0;668.0;0
1286;A King's Ransom;JudeWatson;DavidPittu;284;2011-12-06;English;5.0;586.0;3
1287;Sunshine & Rain;DawnDesiree,Buck50Productions;iiKane;425;2018-04-24;English;0.0;820.0;0
1288;第558回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;21;2018-05-16;japanese;0.0;139.0;0
1289;Inside the Beatles Sphere 2;GeoffreyGiuliano;GeoffreyGiuliano;74;2020-01-22;English;0.0;234.0;0
1290;Kopecks for Blintzes;JudyGoldman;BookBuddyDigitalMedia;7;2017-06-14;English;0.0;164.0;0
1291;STARTUP - FÜHRUNGSKRAFT - EXISTENZGRÜNDUNG - PROJEKTMANAGEMENT;VincentMatthiesen;LucasBlumenbergBlasius;622;2021-12-08;german;0.0;770.0;0
1292;La Revolución rusa [Russian Revolution];PedroPiedras;SantiagoNoriegaGil;690;2020-03-04;spanish;0.0;844.0;0
1293;Steuern, aber lustig! Steuertipps für Existenzgründer und Jungunternehmer;AndreasGörlich;LucasBlasius;369;2021-12-14;german;0.0;501.0;0
1294;Invest and Grow Rich;SanjayJaybhay;BrianJ.Callanan;276;2020-06-23;English;0.0;585.0;0
1295;Chaos at Prescott High;C.M.Stunich;BrookeDaniels,MattWalton;741;2021-01-26;English;0.0;836.0;0
1296;Länger durchhalten im Bett;FlorianHöper;FlorianHöper;17;2019-10-07;german;0.0;99.0;0
1297;The Science Behind Swimming, Diving, and Other Water Sports;AmandaLanser;anonymous;22;2022-03-15;English;0.0;93.0;0
1298;Deep Survival;LaurenceGonzales;StefanRudnicki;629;2006-07-28;English;0.0;702.0;0
1299;Why You Eat What You Eat;RachelHerzPhD;JoAnnaPerrin;547;2017-12-26;English;0.0;820.0;0
1300;The Laws of Thermodynamics;PeterAtkins;NickSullivan;211;2021-06-22;English;0.0;469.0;0
1301;ビックリするほど役に立つリーダー力①;相川正樹;福岡真延;46;2021-08-29;japanese;0.0;837.0;0
1302;Name It and Claim It or Not;MichaelBernardBeckwith;MichaelBernardBeckwith;67;2021-07-23;English;0.0;281.0;0
1303;Grace & Steel;J.RandyTaraborrelli;ElizaFoss;1088;2021-03-02;English;0.0;221.0;0
1304;No One Left to Lie To;ChristopherHitchens,DouglasBrinkley-foreword;SimonPrebble;292;2012-11-02;English;0.0;417.0;0
1305;What God Said;NealeDonaldWalsch;NealeDonaldWalsch;678;2013-10-01;English;0.0;879.0;0
1306;El Arte de la Ciencia de Datos (Narración en Castellano) [The Art of Data Science];RafifSrour;CristinaSerra;7;2020-10-23;spanish;0.0;268.0;0
1307;Wohllebengasse;TimBonyhady;HubertusGertzen;467;2014-02-07;german;0.0;602.0;0
1308;The Anti-Christ;FriedrichNietzsche;EllisFreeman;222;2019-07-26;English;0.0;703.0;0
1309;Fat Girls in Black Bodies;JoyArleneReneeCox,Ta'lorPinkston-foreword,JillAndrew-afterword;GwendolynCarter;297;2020-11-24;English;0.0;1505.0;0
1310;Jen čas ukáže;JeffreyArcher,DaliborMíček-translator;OtakarBrousekml.;850;2021-11-10;czech;0.0;501.0;0
1311;Champs Elysées;iMinds;MargotKnight;8;2009-12-04;English;0.0;33.0;0
1312;If You're Lucky;YvonnePrinz;AmandaLeighCobb;370;2015-10-20;English;0.0;703.0;0
1313;Blade;AlexandraIvy,LauraWright;EmilyBeresford;187;2017-10-03;English;0.0;501.0;0
1314;The Moth Catcher;AnnCleeves;JanineBirkett;664;2021-10-28;English;0.0;323.0;0
1315;County;DavidA.AnsellMD;BronsonPinchot;426;2011-10-19;English;0.0;668.0;0
1316;The Mosquito Fleet;BernKeating;TomWeiss;362;2021-08-07;English;0.0;526.0;0
1317;The Book of Disquiet;FernandoPessoa;AdamSims;1048;2018-06-19;English;4.5;1172.0;5
1318;Life and Other Happy Endings;MelanieCantor;RebeccaLacey;579;2021-11-18;English;0.0;888.0;0
1319;El Kamasutra [The Kamasutra];Vatsyayana;ArmandoHernandez;114;2022-02-08;spanish;0.0;106.0;0
1320;2012年8月3週目 ヴォイニッチの科学書;中西貴之,BJ;中西貴之,BJ;50;2015-05-25;japanese;0.0;139.0;0
1321;On Killing Remotely;LieutenantColonelWaynePhelps(USMCRet.);MattKugler;779;2021-06-08;English;5.0;500.0;1
1322;Nightsky Full Of Promise (German edition);MouniaJayawanth;PaulineAfaja,RobertKnorr;674;2021-10-29;german;0.0;468.0;0
1323;The Upside Down Boy/El niño de cabeza;JuanFelipeHerrera;GaryTiedemann;25;2021-09-07;English;0.0;187.0;0
1324;Wilde;EloiseWilliams;CharlotteStrevens;259;2020-09-21;English;0.0;626.0;0
1326;Resisting Illegitimate Authority;BruceE.Levine;PatrickLawlor;555;2021-04-27;English;0.0;586.0;0
1327;The Ancient Alien Question, 10th Anniversary Edition;PhilipCoppens,ErichVonDäniken-foreword,KathleenMcGowan-preface;KevinFoley,BobSouer;585;2021-03-01;English;0.0;703.0;0
1328;How to Attract Money;Dr.JosephMurphy;SeanPratt;109;2016-07-06;English;5.0;351.0;1
1329;Lectures of History of Arts [Russian Edition];AudioCourse;FiodorRazzkazov;299;2016-06-06;russian;0.0;501.0;0
1330;Myanmar;AndreaLattanziBarcelò;ElenaDeBertolis;61;2016-11-17;italian;0.0;36.0;0
1331;Forty Signs of Rain;KimStanleyRobinson;PeterGanim,KimStanleyRobinson;775;2008-12-11;English;0.0;694.0;0
1332;This Changes Everything;DeniseGroverSwank;ShannonMcManus;86;2013-12-29;English;0.0;352.0;0
1333;Concentration;ChristianD.Larson;DenisDaly;78;2021-07-16;English;1.0;286.0;1
1334;Peak;RobertPool,AndersEricsson;GeoffreyBeevers;640;2016-05-12;English;4.5;752.0;60
1336;Middle School's a Drag, You Better Werk!;GregHoward;MichaelCrouch;451;2020-02-11;English;0.0;1256.0;0
1337;Crónicas de la Mafia (Narración en Castellano) [Mafia Chronicles];ÍñigoDomíguez;JuanMagraner;832;2020-10-29;spanish;0.0;883.0;0
1338;Mémoires du Général Marbot 2;MarcellinMarbot;FrédéricKneip;848;2020-06-11;french;0.0;868.0;0
1339;The Listener's Bible;FellowshipforthePerformingArts;MaxMcLean;4523;2008-06-28;English;4.5;1171.0;3
1340;Poesia e Prosa del 1400 e 1500;LeonardoDaVinci,FrancescoGuicciardini,AngeloBeolcodettoilRuzante;div.;95;2013-08-06;italian;0.0;228.0;0
1341;Psychedelic Justice;BeatrizCaiubyLabate,ClancyCavnar,MonnicaWilliams,;AnthonyCloyd,KeyonniJames;440;2022-03-17;English;0.0;586.0;0
1342;Skinny Liver;KristinKirkpatrickMSRDLD,IbrahimHanounehMD;HillaryHuber;411;2017-01-24;English;3.0;656.0;1
1343;La Princesa and the Pea;SusanMiddletonElya;LauraOrtiz;4;2018-06-05;English;0.0;251.0;0
1344;The Vampire Chapter;MichaelDahl,BradfordKendall;anonymous;12;2022-03-16;English;0.0;152.0;0
1345;Ted Bundy;StephenG.Michaud,HughAynesworth;JohnChancer;871;2020-07-30;English;4.5;721.0;4
1347;Narwhal I'm Around;AaronReynolds;ChristopherGebauer;235;2021-05-04;English;0.0;469.0;0
1348;Paris Dreaming;AnitaHeiss;MiahMadden;532;2021-09-08;English;0.0;690.0;0
1349;Emma;JaneAusten;LauraPierantoni;1156;2022-01-04;italian;0.0;382.0;0
1350;Unscripted Love;AimeeNicoleWalker;JoelLeslie;511;2018-05-29;English;0.0;586.0;0
1351;Fiorire d'inverno;NadiaToffa;EsterParrulli;199;2018-11-22;italian;0.0;497.0;0
1352;Dungeoneer;J.J.Thorn;GabrielVaughan;524;2021-07-27;English;0.0;586.0;0
1353;Meditation Selbstachtung;PierreBohn,TorstenAbrolat;PierreBohn;45;2021-05-24;german;0.0;233.0;0
1354;Lebendig begraben;EdgarAllanPoe;ChristophHackenberg;82;2022-01-04;german;0.0;99.0;0
1355;Dune: The Butlerian Jihad;KevinJAnderson,BrianHerbert;ScottBrick;1438;2021-11-25;English;4.0;1138.0;1
1356;The Makers of Scotland;TimClarkson;DavidVickery;528;2022-01-11;English;0.0;586.0;0
1357;Ghetto Bastard;K'wan;CaryHite;456;2015-02-02;English;0.0;702.0;0
1358;The Normans;LarsBrownworth;JamesC.Lewis;424;2014-10-28;English;0.0;668.0;0
1359;The Inn on Sweetbriar Lane;JeannieChin;KatyTang,ZacharyWebber;593;2021-09-28;English;0.0;585.0;0
1360;Old School;BillO'Reilly,BruceFeirstein;HolterGraham;264;2017-03-28;English;0.0;74.0;0
1361;知らない人;太宰治;伊藤治明;13;2022-02-25;japanese;0.0;139.0;0
1362;Some Great Idea;EdwardKeenan;AdamPaul;362;2013-10-30;English;0.0;668.0;0
1363;Вершительницы судеб;ИгорьМуромов;ДмитрийПолонский;358;2021-01-28;russian;0.0;166.0;0
1364;Dreamland;SarahDessen;LizMorton;508;2012-01-27;English;0.0;683.0;0
1365;Undead;FrankDelaney;FrankDelaney;66;2013-06-17;English;0.0;100.0;0
1366;The Financial Wisdom of Ebenezer Scrooge;BradKlontz,TedKlontz,RickKahler;JimCurtisLushbaugh;208;2010-05-24;English;5.0;585.0;1
1367;Игрок III: Проба сил [Player III: Phantom];AlexanderaLisina;ElenaFedoriv;653;2019-09-12;russian;0.0;234.0;0
1368;Bad Guy;RubyDixon;MasonLloyd,FelicityMunroe;569;2021-12-28;English;0.0;586.0;0
1369;少年たち;アントン・チェーホフ;伊藤治明;20;2021-06-15;japanese;0.0;139.0;0
1370;Anne Frank and Me;CherieBennett,JeffGottesfeld;AnnOsmond;477;2014-02-03;English;0.0;668.0;0
1371;The Mystery of Sleep;MeirKrygerMD;RudySanda;754;2017-03-21;English;0.0;1008.0;0
1372;La Costituzione italiana;RepubblicaItaliana;ValterZanardi;81;2019-05-11;italian;0.0;75.0;0
1373;The Empowered Feminine;LamaTsultrimAllione;LamaTsultrimAllione;549;2021-03-02;English;0.0;1313.0;0
1374;Applied Electromagnetism;SusannahNix;CaitlinKelly;449;2021-06-15;English;5.0;586.0;1
1375;Adesso Audio - Aneddoti e curiosità nell'arte italiana. 4/2022;div.;div.;60;2022-03-11;german;0.0;501.0;0
1376;Стать инноватором. 5 привычек лидеров, меняющих мир;SmartReading;ОльгаГанкова;33;2020-09-04;russian;0.0;132.0;0
1377;Doorspelen;MichelDoodeman;KeesBoot;447;2021-12-29;dutch;0.0;502.0;0
1378;Concierto No. 7 para violín y brujas [Concert Number 7 for Violin and Witches];JoelFranzRosell;JuanFrese;89;2021-09-07;spanish;0.0;100.0;0
1379;The Final Act;HilaryGreen;HilaryNeville;887;2009-12-18;English;0.0;736.0;0
1380;A Fragile Stone;MichaelCard;MichaelCard;158;2009-11-11;English;0.0;435.0;0
1381;Three Men in a Boat;JeromeK.Jerome;JohnRayburn;409;2021-04-20;English;0.0;820.0;0
1382;Doing It All as a Solo Parent;HarvardBusinessReview,DaisyDowling-serieseditor;DanielHenning,RandyeKaye;185;2022-03-08;English;0.0;469.0;0
1383;Searching for Stonewall Jackson;BenCleary;BenCleary;720;2019-07-29;English;0.0;500.0;0
1384;The Missing;KierstenModglin;NicolZanzarella;506;2021-10-26;English;0.0;586.0;0
1385;The Singing Forest;JudithMcCormack;CarlottaBrentan;647;2021-11-23;English;0.0;703.0;0
1386;The Skill of Happiness;MatthieuRicard;MatthieuRicard;49;2009-07-13;English;5.0;379.0;4
1387;Big Bad Wolf;GeorgetteSt.Clair;NatashaSoudek;268;2017-11-08;English;0.0;501.0;0
1388;The Valkyrie’s Princes;QuinnArthurs;MoniqueMakena;410;2019-03-19;English;0.0;586.0;0
1389;Potty Training in 3 Days;BrandiBrucks;KimHandysides;116;2020-02-05;English;5.0;233.0;1
1390;Flirt;TracyBrown,AngelMitchell,K'wan;HoneyJones,iiKane,Gabe;441;2016-12-06;English;0.0;820.0;0
1391;The Necropolis Empire;TimPratt;ErindeWard;654;2022-01-18;English;0.0;586.0;0
1392;The Shorter Wisden 2020;LawrenceBooth-editor;DavidThorpe,LawrenceBooth,TerryBlake;1463;2020-04-09;English;0.0;379.0;0
1393;Donne del Risorgimento;ElenaDoni,C.Galimberti,M.Grosso,;LorellaDeLuca;639;2021-07-27;italian;0.0;689.0;0
1394;The Wild Track;MargaretReynolds;MargaretReynolds,LucyReynolds;506;2021-02-25;English;0.0;888.0;0
1395;The Most Successful Small Business in the World;MichaelE.Gerber;MichaelE.Gerber;283;2010-01-25;English;5.0;738.0;1
1396;A Supernatural War;OwenDavies;NigelPatterson;611;2020-07-28;English;0.0;703.0;0
1397;Lowest Places on the Planet;KarenSoll;anonymous;3;2022-02-25;English;0.0;82.0;0
1398;少年冒险王系列：险护巴国廪君剑 - 少年冒險王系列：險護巴國廩君劍 [Juvenile Adventure King Series: The Sword of Ba Manor Linjun] (Audio Drama);彭绪洛-彭緒洛-PengXuluo;王晨晖-王晨暉-WangChenhui;109;2018-02-12;mandarin_chinese;0.0;345.0;0
1399;Beyond the Pale;ElanaDykewomon;ElanaDykewomon;939;2013-09-25;English;0.0;938.0;0
1400;Love Is Free. Guac Is Extra.;MontyMoran;MontyMoran;483;2020-10-20;English;5.0;469.0;1
1401;Learn English: Perfect English for Hotel, Hospitality & Tourism Staff;InnovativeLanguageLearning;EnglishClass101;507;2021-09-01;English;0.0;1876.0;0
1402;The Venice Sketchbook;RhysBowen;BarrieKreinik;715;2021-04-13;English;0.0;1171.0;0
1403;Warum lieben wir Fußball?;ThorstenPurps;JonasHartmann;609;2020-09-22;german;0.0;669.0;0
1404;Yes to Life in Spite of Everything;ViktorFrankl;DavidRintoul;185;2020-04-16;English;4.5;888.0;11
1405;Das Ende von allem*;KatieMack;UrsulaBerlinghof;502;2021-09-23;german;0.0;602.0;0
1406;Guerrieri di Roma vol. 4;MarcoBusetta;PieroDiDomenico;139;2012-10-11;italian;0.0;113.0;0
1407;Foundations;LeighLennon;ChrisChambers,StephanieRose;553;2019-07-30;English;0.0;586.0;0
1408;Resilient Black Girl;MJFievre;ChristyClarke;214;2021-12-14;English;0.0;422.0;0
1409;Defining Moments;BenBurgessJr.;TamaraThompson,IanEugeneRyan,AdamOsborne,;530;2020-04-28;English;0.0;820.0;0
1410;Colossus;MichaelHiltzik;NormanDietz;1085;2010-06-01;English;0.0;1003.0;0
1412;Die Schlange;Klaus-PeterWolf;Klaus-PeterWolf,MaxiWolf;150;2021-10-06;german;0.0;334.0;0
1413;The Long Night;ErnstIsraelBornstein;RicJerrom;743;2017-03-23;English;5.0;569.0;1
1414;The Scorecard Solution;DanE.King;DonHagen;496;2014-12-26;English;0.0;703.0;0
1415;Wall Street's Just Not That into You;RogerC.Davis;DanaHickox;167;2015-11-18;English;0.0;469.0;0
1416;Hexes & Hot Flashes;LisaManifold;EvaWilhelm;363;2022-03-22;English;0.0;586.0;0
1417;What a Tangled Web;MelissaBrayden;MelissaSternenberg;574;2021-03-22;English;0.0;668.0;0
1418;Tradingpsychologie für Einsteiger;OliverBley;PhilippEngelhardt;74;2021-04-16;german;0.0;300.0;0
1419;Nora and the Sacred Stone;LauraHatchRupper;LuoneIngram;229;2021-06-23;English;0.0;585.0;0
1420;Dark Descent;KevinF.McMurray;MichaelPrichard;275;2021-08-03;English;0.0;586.0;0
1421;Harte Kerle sind keine Engel;KarinKoenicke;DésiréeSingson;456;2021-12-23;german;0.0;334.0;0
1422;Black Holes;JamesRoland;BookBuddyDigitalMedia;31;2018-12-24;English;0.0;164.0;0
1424;God Gave Us Christmas;LisaTawnBergren;CassandraCampbell;9;2020-11-17;English;0.0;100.0;0
1425;The Secret Agent;JosephConrad;DavidThrelfall;567;2008-11-21;English;0.0;759.0;0
1426;To Catch a Texas Star;LindaBroday;TiffanyMorgan;716;2019-04-16;English;0.0;703.0;0
1427;Pastrix;NadiaBolz-Weber;NadiaBolz-Weber;339;2013-09-10;English;5.0;500.0;1
1428;Il cuore di pietra;PeterGotthardt;WilliamAngiuli;45;2021-05-03;italian;0.0;113.0;0
1429;Confessions of a Token Black Girl;DanielleSmall;LisaReneePitts;42;2014-07-01;English;0.0;100.0;0
1430;Trusting Cassidy;SusanStoker;LucyRivers;657;2021-11-16;English;0.0;1008.0;0
1431;The Man Who Would Be King;RudyardKipling;MarkF.Smith;94;2014-05-01;English;0.0;233.0;0
1432;The Big Wander;WillHobbs;EdSala;350;2012-05-23;English;0.0;703.0;0
1433;Different Mothers;LouiseRafkin-editor;GretaJung,MarisolRamirez,NapoleonRyan,;287;2012-12-26;English;0.0;585.0;0
1434;Rovmord med minimalt udbytte;Variousauthors;BjarneMouridsen;25;2021-12-09;danish;0.0;99.0;0
1436;Hindi - Urdu. 1000 basic words;J.M.Gardner;Tulika,Ulfat;140;2019-11-21;Hindi;0.0;225.0;0
1437;The Land of Little Rain;MaryAustin;SashaFoxe;214;2020-01-21;English;0.0;501.0;0
1438;Fjaðrirnar þrjár;TheódórÁrnason-Übersetzer,Grimmsbræður;ÁrniBeinteinnÁrnason;8;2022-01-27;icelandic;0.0;32.0;0
1439;Werder;TheodorFontane;GunterSchoß;44;2017-03-24;german;0.0;300.0;0
1440;Click, Clack, Boo!;DoreenCronin;MauriceEngland;4;2015-07-28;English;0.0;234.0;0
1441;The Orphans of Raspay;LoisMcMasterBujold;GroverGardner;304;2020-07-14;English;0.0;585.0;0
1442;Cracking the Code to a Successful Interview;EvanPellett;GeorgeNewbern;136;2016-12-13;English;4.0;585.0;8
1443;The Killing Tide;LinAnderson;SallyArmstrong;658;2021-08-05;English;0.0;323.0;0
1445;The Little Red Hen;BrookForestVoices;DanielLawson;12;2016-02-03;English;0.0;233.0;0
1446;Heart of Fire;MazieK.Hirono;MazieK.Hirono;899;2021-04-20;English;0.0;1256.0;0
1447;The Wrong Mr. Darcy;EvelynLozada,HollyLorincz;JonieceAbbott-Pratt;506;2020-08-25;English;0.0;585.0;0
1448;Сказки. Басни;ЛевНиколаевичТолстой;ВадимМаксимов;339;2021-11-03;russian;0.0;99.0;0
1449;30 Minuten Design Thinking;JochenGürtler,JohannesMeyer;GillesKarolyi,GabiFranke,GordonPiedesack;63;2014-02-10;german;0.0;401.0;0
1450;Atlas of Cursed Places;OlivierLeCarrer;JamesLangton;189;2015-10-30;English;0.0;500.0;0
1451;How to Analyze People: Dark Psychology - Secret Techniques to Analyze and Influence Anyone Using Body Language, Human Psychology and Personality Types (Persuasion, NLP);R.J.Anderson;SamSlydell;69;2018-05-11;English;3.5;233.0;4
1452;High Noon;NoraRoberts;SusanEricksen;994;2008-06-10;English;5.0;1005.0;5
1453;The Essential Scalia;AntoninScalia,JeffreyS.Sutton-editor,EdwardWhelan-editor,;ChristopherScalia,KarenCommins,JasonCulp;727;2020-09-15;English;0.0;1131.0;0
1454;When the Side N*gga Catch Feelings 2;JessicaNWatkins;BenjaminCharles,WesleighSiobhan,NicoleSmall,;390;2019-10-22;English;0.0;668.0;0
1455;2011年4月2週目 ヴォイニッチの科学書;中西貴之,BJ;中西貴之,BJ;28;2018-05-16;japanese;0.0;139.0;0
1456;Hanno rubato i colori!;BarbaraNalin;VeronicaMalgioglio;18;2021-04-27;italian;0.0;113.0;0
1457;Free Food for Millionaires;MinJinLee;ShellyFrasier;1195;2018-10-11;English;4.0;949.0;1
1458;Las Guerras Médicas [The Medical Wars];OnlineStudioProductions;uncredited;35;2016-06-17;spanish;0.0;166.0;0
1459;An Essay on Criticism;AlexanderPope;DenisDaly;50;2019-02-08;English;0.0;239.0;0
1460;Facts and Fears;TreyBrown,JamesR.Clapper;MarkBramhall;1123;2018-05-22;English;0.0;1382.0;0
1461;Star Wars: Tempest Runner;CavanScott;JessicaAlmasy,DanBittner,OrlaghCassidy,;365;2021-08-31;English;4.5;888.0;3
1462;Mobilität in Bewegung;NariKahle;Anna-LenaZühlke;423;2021-09-10;german;0.0;669.0;0
1463;The Secret Life;JeffreyKatz;GeorgeNewbern;138;2018-11-27;English;0.0;1172.0;0
1464;The Promise of Rayne;NicoleDeese;KathleenMcInerney;588;2016-11-01;English;0.0;352.0;0
1465;¿Cuál es el aspecto místico del dinero? [What Is the Mystical Aspect of Money?];LeandroTaub;LeandroTaub;153;2020-05-13;spanish;0.0;234.0;0
1466;実録ドラッグ・リポート アジア編;草下シンヤ;木澤智之;453;2017-07-27;japanese;0.0;837.0;0
1467;Der Auftrag des Ältesten [German edition];ChristopherPaolini;AndreasFröhlich;1623;2005-12-23;german;0.0;401.0;0
1468;Bad Sports;DaveZirin;JonesAllen;476;2013-11-25;English;0.0;601.0;0
1469;Pies and Prejudice;HeatherVogelFrederick;CrisDukehart,AmyRubinate,KateRudd,;570;2015-11-02;English;0.0;585.0;0
1470;新刊ラジオ第2部プレミアム　第536回;矢島雅弘,石橋遊;矢島雅弘,石橋遊;19;2018-05-15;japanese;0.0;139.0;0
1471;Runner’s World Race Everything;BartYasso,ErinStrout,DavidWilley-foreword;PatrickLawlor;322;2017-10-24;English;5.0;891.0;1
1472;Paul McCartney;AlanClayson;MikeRead;239;2010-10-28;English;0.0;468.0;0
1473;Say You Won't Let Go;CorinneMichaels;AndiArndt,SebastianYork;217;2018-10-30;English;0.0;501.0;0
1474;Attila 6;FelixDahn;StefanBergmann;116;2022-01-04;german;0.0;133.0;0
1475;Broken Beginnings;J.L.Beck,C.Hallman;AlastairHaynesbridge,SamanthaSummers;480;2021-08-24;English;0.0;1172.0;0
1476;Das geopolitische Risiko;KatrinSuder,JanF.Kallmorgen;SebastianPappenberger;378;2022-01-19;german;0.0;602.0;0
1477;Alene jorden rundt;LineFriisFrederiksen;LeaBaastrupRønne;169;2019-10-02;danish;0.0;233.0;0
1478;Albert Einstein Was a Dope?;DanGutman;JesúsE.Martínez,TylaCollier;78;2021-07-13;English;0.0;1172.0;0
1479;Created in China;GeorgesHaour,MaxvonZedtwitz;NigelCarrington;433;2016-01-14;English;5.0;668.0;1
1480;Uprooted;NaomiNovik;KatySobey;1040;2016-05-05;English;4.5;323.0;17
1481;Mariana Gives Thanks and Other Grateful Stories;HighlightsforChildren,LeslieKimmelman,LauraGoering,;HighlightsforChildren;7;2018-07-17;English;0.0;93.0;0
1482;Der Fürst des Nebels;CarlosRuizZafón;RufusBeck;346;2010-03-30;german;0.0;535.0;0
1483;Re-vive l'empereur !;RomainPuértolas;NicolasDjermag;569;2017-05-03;french;0.0;755.0;0
1484;Symphony for the City of the Dead;M.T.Anderson;M.T.Anderson;620;2015-09-22;English;4.0;836.0;1
1485;Schamanische Reisen;SusanneHühn;SusanneHühn;76;2021-10-22;german;0.0;434.0;0
1486;Anger Management for Parents;SusanGarcia;SamanthaNovak;184;2020-08-06;English;0.0;501.0;0
1487;The Merchant of Venice;WilliamShakespeare,EdithNesbit;JoshVerbae;12;2018-12-04;English;4.0;152.0;1
1488;Peter Rabbit 2;Puffin;EmiliaFox;208;2020-01-23;English;0.0;615.0;0
1489;The Lays of Marie de France;MariedeFrance;GeorginaSutton,DavidRintoul;306;2020-12-06;English;0.0;486.0;0
1490;La casa degli sguardi;DanieleMencarelli;DarioSansalone;379;2022-03-30;italian;0.0;382.0;0
1491;Fu Ping;AnyiWang,HowardGoldblatt-translator;EmilyWooZeller;544;2019-11-05;English;0.0;668.0;0
1492;Edie and the Box of Flits (Edie and the Flits 1);KateWilkinson;CharlieSanderson;345;2021-07-22;English;0.0;585.0;0
1493;A Spoonful of Murder;RobinStevens;KatieLeung;420;2018-02-08;English;5.0;683.0;1
1494;SOLD;DavidM.Greene;CliffordPonder;443;2021-01-26;English;5.0;668.0;1
1495;The Kidnapping of Christina Lattimore;JoanLoweryNixon;JulieDretzin;389;2013-01-30;English;0.0;703.0;0
1496;Northanger Abbey;JaneAusten,MarilynButler;EmmaNaomi;587;2021-10-07;English;0.0;888.0;0
1498;You Can Do It, Yasmin!;SaadiaFaruqi;SharmilaDevar;27;2022-03-30;English;0.0;187.0;0
1499;Double Exposure;BridgetBirdsall;TaylorMeskimen;420;2017-06-06;English;0.0;670.0;0
1500;Unmasking the Social Engineer;ChristopherHadnagy,PaulF.Kelly,PaulEkman;ChristopherHadnagy;320;2020-07-27;English;0.0;668.0;0
1501;Dragon Marked;JayminEve;DaraRosenberg;564;2020-02-21;English;0.0;668.0;0
1502;Word of Honour;MichaelPryor;RupertDegas;672;2014-10-31;English;0.0;836.0;0
1503;The Long Game;MitchMcConnell;MitchMcConnell;508;2016-05-31;English;0.0;1005.0;0
1504;Il suffit d'une décision pour changer de vie;AnthonyNevo;RémiPedevilla;543;2022-03-31;french;0.0;755.0;0
1505;Rubaiyat of Omar Khayyam;EdwardFitzgerald;DenisDaly;25;2014-02-14;English;0.0;167.0;0
1506;Veinte mil leguas de viaje submarino;JulioVerne;CarlosCuevas;931;2022-02-04;spanish;0.0;959.0;0
1507;The Bridemaker;RexanneBecnel;AnnRichardson;736;2022-01-25;English;0.0;703.0;0
1509;Raising My Rainbow;LoriDuron;LoriDuron;370;2014-05-27;English;0.0;601.0;0
1510;Her Forbidden Hero;LauraKaye;RachelFulginiti;386;2017-06-29;English;0.0;670.0;0
1511;CRISISstream with Dr. Mark Lerner: How to Handle Bullying in School, How to Deal with a School Crisis, How to Handle a College or University Crisis;Dr.MarkLerner;Dr.MarkLerner;18;2020-03-27;English;0.0;187.0;0
1512;Bonded Spirits: Book 1;JakeDaniel;ChristianJ.Gilliland,HazelCohen;401;2021-07-29;English;0.0;668.0;0
1513;Maigrir grâce à l'autohypnose;SandrineBelmont;CaroleBellanger;151;2020-06-04;french;0.0;301.0;0
1514;Christmas Surprises at Mermaids Point;SarahBennett;AnnabelleIndge;201;2021-11-03;English;0.0;303.0;0
1515;Felipe VI. Un rey en la adversidad;JoséAntonioZarzalejos;JoséAntonioZarzalejos;649;2021-02-17;spanish;0.0;729.0;0
1516;Utopia;SirThomasMore,GilbertBurnet-translator;SimonPrebble;251;2011-03-08;English;0.0;469.0;0
1517;Vom Sinn unseres Lebens;MichaelNast;KaiSchulz;335;2021-10-28;german;0.0;434.0;0
1518;Bitten by Fate;AnnabelleJacobs;AntonyFerguson;516;2021-08-10;English;0.0;585.0;0
1519;Procrastination;JaneB.BurkaPhD,LenoraM.YuenPhD;SandraBurr;642;2012-04-11;English;4.0;1005.0;1
1520;Intermediate Spanish;CentreofExcellence;ArianaCarolinaSeine;173;2021-03-28;English;0.0;469.0;0
1521;Безграничный разум. Учиться, учить и жить без ограничений;SmartReading;ОльгаГанкова;27;2020-09-04;russian;0.0;132.0;0
